"NumberofTradesTotal","AvgTradesPerDay","AvgDailyPnL","CumPnLPortfolio","PctDaysProfitable","AvgPnLAllTrades","PctTradesProfitable","PeriodPortfolioReturn","AnnualisedPortfolioReturn","MarketReturn","MaxDrawdownPerc","MaxDrawDownStart","MaxDrawDownEnd","NumberofStocksInPortfolio","PortfolioStDev","SharpeRatio","PortfolioCorrWithMarket"
646,4.82089552238806,-6.14179104477612,-824,41.044776119403,-1.2755417956656,43.9628482972136,-0.00824,-0.0153182847352519,-0.0091633787703981,-7.72978142620893,2015-06-11 10:08:00,2015-06-11 10:08:00,1,0.00440548623961488,0.209597470103281,0.373494356380031
