"NumberofTradesTotal","AvgTradesPerDay","AvgDailyPnL","CumPnLPortfolio","PctDaysProfitable","AvgPnLAllTrades","PctTradesProfitable","PeriodPortfolioReturn","AnnualisedPortfolioReturn","MarketReturn","MaxDrawdownPerc","MaxDrawDownStart","MaxDrawDownEnd","NumberofStocksInPortfolio","PortfolioStDev","SharpeRatio","PortfolioCorrWithMarket"
540,27,-156.090000000001,-4477.23000000003,35,-8.12948148148141,41.6666666666667,-0.0447723000000003,-0.435925655692127,0.0230735248641565,-5.2364615010243,2015-09-17 10:51:00,2015-10-14 14:01:00,3,0.0111669005438765,-6.07561826109042,-0.347376933919647
