Date,OPEN,HIGH,LOW,LAST_PRICE,NUMBER_TICKS,VOLUME,VALUE
2015-05-13 9:29,2103.52,2103.52,2103.52,2103.52,1,0,0
2015-05-13 9:30,2104.73,2104.94,2103.15,2103.15,60,0,0
2015-05-13 9:31,2103.34,2106.96,2103.13,2106.92,60,0,0
2015-05-13 9:32,2106.9,2108.33,2106.68,2108.33,60,0,0
2015-05-13 9:33,2108.41,2110.77,2108.21,2109.82,60,0,0
2015-05-13 9:34,2109.87,2111.26,2109.87,2110.8,60,0,0
2015-05-13 9:35,2110.88,2110.88,2109.4,2109.4,60,0,0
2015-05-13 9:36,2109.33,2109.92,2108.98,2109.92,60,0,0
2015-05-13 9:37,2109.97,2111.13,2109.97,2110.55,60,0,0
2015-05-13 9:38,2110.55,2110.69,2109.55,2109.61,60,0,0
2015-05-13 9:39,2109.59,2109.7,2108.97,2109.12,60,0,0
2015-05-13 9:40,2109.08,2109.95,2109.02,2109.02,60,0,0
2015-05-13 9:41,2109.03,2109.98,2109.01,2109.15,60,0,0
2015-05-13 9:42,2109.15,2109.88,2109.1,2109.65,60,0,0
2015-05-13 9:43,2109.65,2110.54,2109.32,2110.54,60,0,0
2015-05-13 9:44,2110.65,2110.89,2110.16,2110.39,60,0,0
2015-05-13 9:45,2110.45,2110.96,2110.03,2110.32,60,0,0
2015-05-13 9:46,2110.23,2110.4,2109.08,2109.39,60,0,0
2015-05-13 9:47,2109.34,2109.34,2108.9,2108.92,60,0,0
2015-05-13 9:48,2108.92,2109.83,2108.89,2109.7,60,0,0
2015-05-13 9:49,2109.74,2110.31,2109.48,2110.31,60,0,0
2015-05-13 9:50,2110.47,2110.51,2109.81,2109.81,60,0,0
2015-05-13 9:51,2109.85,2110.12,2109.44,2109.75,60,0,0
2015-05-13 9:52,2109.73,2110.24,2109.72,2109.82,60,0,0
2015-05-13 9:53,2109.78,2109.78,2109.25,2109.29,60,0,0
2015-05-13 9:54,2109.26,2109.26,2108.23,2108.4,60,0,0
2015-05-13 9:55,2108.45,2108.6,2108.15,2108.49,60,0,0
2015-05-13 9:56,2108.5,2108.63,2107.57,2107.62,60,0,0
2015-05-13 9:57,2107.6,2107.71,2106.76,2107.26,60,0,0
2015-05-13 9:58,2107.28,2107.28,2106.81,2106.92,60,0,0
2015-05-13 9:59,2106.94,2107.12,2106.9,2107.01,60,0,0
2015-05-13 10:00,2107.05,2107.07,2106.19,2106.21,60,0,0
2015-05-13 10:01,2106.35,2106.35,2105.39,2105.94,60,0,0
2015-05-13 10:02,2105.94,2106.23,2105.48,2106,60,0,0
2015-05-13 10:03,2106.01,2106.76,2106.01,2106.6,60,0,0
2015-05-13 10:04,2106.56,2107.44,2106.56,2107.29,60,0,0
2015-05-13 10:05,2107.3,2107.42,2106.79,2107.18,60,0,0
2015-05-13 10:06,2107.23,2107.71,2107.1,2107.58,60,0,0
2015-05-13 10:07,2107.55,2107.65,2107.2,2107.21,60,0,0
2015-05-13 10:08,2107.21,2107.41,2106.56,2106.99,60,0,0
2015-05-13 10:09,2107.1,2107.69,2107.1,2107.27,60,0,0
2015-05-13 10:10,2107.25,2107.27,2106.83,2107.21,60,0,0
2015-05-13 10:11,2107.28,2107.9,2106.61,2107.65,60,0,0
2015-05-13 10:12,2107.73,2108.05,2107.57,2107.69,60,0,0
2015-05-13 10:13,2107.67,2108.54,2107.67,2108.44,60,0,0
2015-05-13 10:14,2108.41,2108.41,2107.54,2107.74,60,0,0
2015-05-13 10:15,2107.74,2107.76,2106.69,2106.75,60,0,0
2015-05-13 10:16,2106.76,2106.8,2106.41,2106.56,60,0,0
2015-05-13 10:17,2106.57,2106.86,2106.47,2106.47,60,0,0
2015-05-13 10:18,2106.45,2106.7,2106.07,2106.52,60,0,0
2015-05-13 10:19,2106.52,2106.52,2105.28,2105.49,60,0,0
2015-05-13 10:20,2105.5,2105.92,2105.28,2105.62,60,0,0
2015-05-13 10:21,2105.64,2106.82,2105.61,2106.79,60,0,0
2015-05-13 10:22,2106.77,2107.38,2106.76,2107.35,60,0,0
2015-05-13 10:23,2107.37,2107.6,2107.2,2107.2,60,0,0
2015-05-13 10:24,2107.15,2107.7,2106.94,2107.42,60,0,0
2015-05-13 10:25,2107.33,2107.48,2106.9,2106.99,60,0,0
2015-05-13 10:26,2107.02,2107.4,2107.01,2107.03,60,0,0
2015-05-13 10:27,2107.04,2107.04,2106.38,2106.45,60,0,0
2015-05-13 10:28,2106.48,2107.18,2106.45,2107.18,60,0,0
2015-05-13 10:29,2107.17,2107.26,2106.33,2106.66,60,0,0
2015-05-13 10:30,2106.72,2106.82,2106.09,2106.42,60,0,0
2015-05-13 10:31,2106.53,2106.55,2105.6,2105.82,60,0,0
2015-05-13 10:32,2105.79,2105.83,2105.23,2105.72,60,0,0
2015-05-13 10:33,2105.31,2105.31,2103.58,2103.6,60,0,0
2015-05-13 10:34,2103.59,2103.59,2102.8,2103.02,60,0,0
2015-05-13 10:35,2102.99,2103.4,2102.88,2103.18,60,0,0
2015-05-13 10:36,2103.18,2104.01,2103.18,2103.74,60,0,0
2015-05-13 10:37,2103.8,2104.02,2102.37,2102.42,60,0,0
2015-05-13 10:38,2102.42,2103.13,2102.36,2102.9,60,0,0
2015-05-13 10:39,2102.88,2102.96,2102.52,2102.56,60,0,0
2015-05-13 10:40,2102.49,2103.07,2102.3,2103.02,60,0,0
2015-05-13 10:41,2103.03,2103.57,2103.03,2103.4,60,0,0
2015-05-13 10:42,2103.39,2103.61,2103.14,2103.14,60,0,0
2015-05-13 10:43,2103.13,2103.35,2102.98,2103.01,60,0,0
2015-05-13 10:44,2102.89,2102.89,2101.74,2101.74,60,0,0
2015-05-13 10:45,2101.62,2101.7,2100.18,2100.48,60,0,0
2015-05-13 10:46,2100.5,2101.51,2100.5,2101.49,60,0,0
2015-05-13 10:47,2101.56,2101.79,2101.39,2101.58,60,0,0
2015-05-13 10:48,2101.57,2102.23,2101.52,2102.23,60,0,0
2015-05-13 10:49,2102.23,2102.23,2101.16,2101.18,60,0,0
2015-05-13 10:50,2101.13,2101.56,2100.72,2101.43,60,0,0
2015-05-13 10:51,2101.45,2101.5,2101.1,2101.27,60,0,0
2015-05-13 10:52,2101.25,2101.95,2100.97,2101.95,60,0,0
2015-05-13 10:53,2101.99,2103.04,2101.96,2102.87,60,0,0
2015-05-13 10:54,2102.86,2103.14,2102.77,2102.82,60,0,0
2015-05-13 10:55,2102.84,2102.92,2101.98,2101.98,60,0,0
2015-05-13 10:56,2101.99,2102.23,2101.71,2102.09,60,0,0
2015-05-13 10:57,2102.06,2102.24,2101.21,2101.26,60,0,0
2015-05-13 10:58,2101.28,2101.52,2101.05,2101.27,60,0,0
2015-05-13 10:59,2101.26,2101.26,2099.4,2099.62,60,0,0
2015-05-13 11:00,2099.57,2099.57,2098.25,2098.29,60,0,0
2015-05-13 11:01,2098.3,2098.3,2097.61,2098.12,60,0,0
2015-05-13 11:02,2098.1,2098.64,2098.1,2098.56,60,0,0
2015-05-13 11:03,2098.56,2098.83,2098.36,2098.43,60,0,0
2015-05-13 11:04,2098.42,2098.42,2097.51,2098.09,60,0,0
2015-05-13 11:05,2098.06,2099.05,2098.06,2098.88,60,0,0
2015-05-13 11:06,2098.89,2099.41,2098.77,2099.41,60,0,0
2015-05-13 11:07,2099.44,2099.64,2099.2,2099.3,60,0,0
2015-05-13 11:08,2099.3,2099.39,2098.56,2099.12,60,0,0
2015-05-13 11:09,2099.13,2099.65,2098.88,2099.65,60,0,0
2015-05-13 11:10,2099.66,2100.49,2099.61,2100.47,60,0,0
